year,title,author,cover_image
2013,Dear Life: Stories,Alice Munro,http://books.google.com/books/content?id=34IMBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Orr: My Story,Bobby Orr,http://books.google.com/books/content?id=RPKzx1E5z4sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,An Astronaut's Guide to Life on Earth,Chris Hadfield,http://books.google.com/books/content?id=fohmsLst158C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,http://books.google.com/books/content?id=oICRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The Flood of 2013: A Summer of Angry Rivers in Southern Alberta,Calgary Herald staff,http://books.google.com/books/content?id=qIU7ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2013,A Great Game: The Forgotten Leafs and the Rise of Professional Hockey,Stephen J. Harper,http://books.google.com/books/content?id=NUOIAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,"The Cold Hard Truth on Men, Women and Money",Kevin O'Leary,http://books.google.com/books/content?id=bR3rzF0ycDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The War that Ended Peace: The Road to 1914,Margaret MacMillan,http://books.google.com/books/content?id=xjLz2685I74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Waging Heavy Peace,Neil Young,http://books.google.com/books/content?id=Sa2KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The Power of Why,Amanda Lang,http://books.google.com/books/content?id=rUADs-rPGdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,GSP: The Way of the Fight,Georges St. Pierre,http://books.google.com/books/content?id=nxlAwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2013,Looptail: How One Company Changed the World by Reinventing Business,Bruce Poon Tip,http://books.google.com/books/content?id=K9GnRXR0jcsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,The Orenda,Joseph Boyden,http://books.google.com/books/content?id=T6YcAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Dear Life: Stories,Alice Munro,http://books.google.com/books/content?id=34IMBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,My Best Stories,Alice Munro,http://books.google.com/books/content?id=yrOMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2014,An Astronaut's Guide to Life on Earth,Chris Hadfield,http://books.google.com/books/content?id=fohmsLst158C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Orr: My Story,Bobby Orr,http://books.google.com/books/content?id=RPKzx1E5z4sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,You Are Here: Around the World in 92 Seconds,Chris Hadfield,http://books.google.com/books/content?id=SimOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,http://books.google.com/books/content?id=oICRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Mr. Hockey: The Autobiography,Gordie Howe,http://books.google.com/books/content?id=DedhAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,A Great Game: The Forgotten Leafs and the Rise of Professional Hockey,Stephen J. Harper,http://books.google.com/books/content?id=NUOIAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,The War that Ended Peace: The Road to 1914,Margaret MacMillan,http://books.google.com/books/content?id=xjLz2685I74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,The Flood of 2013: A Summer of Angry Rivers in Southern Alberta,Calgary Herald staff,http://books.google.com/books/content?id=qIU7ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2014,Common Ground,Justin Trudeau,http://books.google.com/books/content?id=4D2EAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,"The Cold Hard Truth on Men, Women and Money",Kevin O'Leary,http://books.google.com/books/content?id=bR3rzF0ycDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Where I Belong: Small Town to Great Big Sea,Alan Doyle,http://books.google.com/books/content?id=EjfaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Crazy Town: The Rob Ford Story,Robyn Doolittle,http://books.google.com/books/content?id=tlC4AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,The Book of Negroes,Lawrence Hill,http://books.google.com/books/content?id=iFlAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2015,All My Puny Sorrows,Miriam Toews,http://books.google.com/books/content?id=nhazDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,The Illegal,Lawrence Hill,http://books.google.com/books/content?id=mvd1CQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,After the War is Over,Jennifer Robson,http://books.google.com/books/content?id=yx_ABQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,The Nature of the Beast,Louise Penny,http://books.google.com/books/content?id=LltpBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,Vinyl Cafe Turns the Page,Stuart McLean,http://books.google.com/books/content?id=bgiTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2015,Fifteen Dogs,Andre Alexis,http://books.google.com/books/content?id=Y4D2BwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,Broken Promise,Linwood Barclay,http://books.google.com/books/content?id=07vsBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,Someone is Watching,Joy Fielding,http://books.google.com/books/content?id=NoVoBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,The Inconvenient Indian: A Curious Accoint of Native People in North America,Thomas King,http://books.google.com/books/content?id=dLk-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,A Brain's Way of Healing: Remarkable Discoveries and Recoveries from the Frontiers of Neuroplasticity,Norman Doidge,http://books.google.com/books/content?id=2YvMAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,"Open Heart, Open Mind",Clara Hughes,http://books.google.com/books/content?id=Y_HLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,Shift Work,Tie Domi,http://books.google.com/books/content?id=bpXlCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,http://books.google.com/books/content?id=oICRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,Hockey Towns: The Untold Stories from the Heart of Canada,"Ron MacLean, Kirstie McLellan Day",http://books.google.com/books/content?id=qBwXCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,You Are Here: Around the World in 92 Seconds,Chris Hadfield,http://books.google.com/books/content?id=SimOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,Unflinching: The Making of a Canadian Sniper,Jody Mitic,http://books.google.com/books/content?id=tVMjBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2015,An Astronaut's Guide to Life on Earth,Chris Hadfield,http://books.google.com/books/content?id=fohmsLst158C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,The Couple Next Door,Shari Lapena,http://books.google.com/books/content?id=wqhPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,The Illegal,Lawrence Hill,http://books.google.com/books/content?id=mvd1CQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Milk and Honey,Rupi Kaur,http://books.google.com/books/content?id=WoWfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Fifteen Dogs,Andre Alexis,http://books.google.com/books/content?id=Y4D2BwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Room,Emma Donoghue,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Still Mine,Amy Stuart,http://books.google.com/books/content?id=yRILEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Wenjack,Joseph Boyden,http://books.google.com/books/content?id=Zo8TDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2016,The High Mountains of Portugal,Yann Martel,http://books.google.com/books/content?id=29TvCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Do Not Say We Have Nothing,Madeleine Thien,http://books.google.com/books/content?id=22pBswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2016,Secret Path,"Gord Downie, Jeff Lemire",http://books.google.com/books/content?id=Gbk9DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,99: Stories of the Game,Wayne Gretzky,http://books.google.com/books/content?id=TyKfCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,The Happiness Equation,Neil Pasricha,http://books.google.com/books/content?id=QOEMBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Bleeding Blue,Wendel Clark,http://books.google.com/books/content?id=WlU3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Canada,Mike Myers,http://books.google.com/books/content?id=fJ9-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,A Brain's Way of Healing: Remarkable Discoveries and Recoveries from the Frontiers of Neuroplasticity,Norman Doidge,http://books.google.com/books/content?id=2YvMAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,The Inconvenient Indian: A Curious Accoint of Native People in North America,Thomas King,http://books.google.com/books/content?id=dLk-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Unflinching: The Making of a Canadian Sniper,Jody Mitic,http://books.google.com/books/content?id=tVMjBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,Don Cherry's Sports Heroes,Don Cherry,http://books.google.com/books/content?id=2iw8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2016,An Astronaut's Guide to Life on Earth,Chris Hadfield,http://books.google.com/books/content?id=fohmsLst158C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,The Sun and Her Flowers,Rupi Kaur,http://books.google.com/books/content?id=C4xyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,The Handmaid's Tale,Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Milk and Honey,Rupi Kaur,http://books.google.com/books/content?id=WoWfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,The Handmaid's Tale (2011 edition),Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,A Stranger in the House,Shari Lapena,http://books.google.com/books/content?id=xqhPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Fifteen Dogs,Andre Alexis,http://books.google.com/books/content?id=Y4D2BwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Glass Houses,Louise Penny,http://books.google.com/books/content?id=6yIzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,The Break,Katherena Vermette,http://books.google.com/books/content?id=-l_eCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Alias Grace,Margaret Atwood,http://books.google.com/books/content?id=Ero6KfhNo7gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,The Couple Next Door,Shari Lapena,http://books.google.com/books/content?id=wqhPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Killer: My Life in Hockey,"Doug Gilmour, Dan Robson",http://books.google.com/books/content?id=0cj3DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,How to be a Bawse: A Guide to Conquering Life,Lilly Singh,http://books.google.com/books/content?id=SAywDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Feeding my Mother: Comfort and Laughter in the Kitchen as My Mom Lives with Memory Loss,Jann Arden,http://books.google.com/books/content?id=1b6NDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,No is Not Enough: Resisting the New Shock Politics and Winning the World We Need,Naomi Klein,http://books.google.com/books/content?id=anObDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,"A Newfoundlander in Canada: Always Going Somewhere, Always Coming Home",Alan Doyle,http://books.google.com/books/content?id=umeBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,The Inconvenient Indian: A Curious Accoint of Native People in North America,Thomas King,http://books.google.com/books/content?id=dLk-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,Nine Lessons I Learned from My Father,Murray Howe,http://books.google.com/books/content?id=GMYPDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,They Left Us Everything: A Memoir,Plum Johnson,http://books.google.com/books/content?id=pTHRCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2017,"Game Change: The Life and Death of Steve Montador, and the Future of Hockey",Ken Dryden,http://books.google.com/books/content?id=ZjqzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,The Sun and Her Flowers,Rupi Kaur,http://books.google.com/books/content?id=C4xyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Milk and Honey,Rupi Kaur,http://books.google.com/books/content?id=WoWfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,The Home for Unwanted Girls,Joanna Goodman,http://books.google.com/books/content?id=DIEqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,The Marrow Thieves,Cherie Dimaline,http://books.google.com/books/content?id=XvITEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Washington Black,Esi Edugyan,http://books.google.com/books/content?id=XNRGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,The Dutch Wife,Ellen Keith,http://books.google.com/books/content?id=kvw_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Warlight,Michael Ondaatje,http://books.google.com/books/content?id=k8cyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Women Talking,Miriam Toews,http://books.google.com/books/content?id=46dvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,An Unwanted Guest,Shari Lapena,http://books.google.com/books/content?id=AqVPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,The Handmaid's Tale,Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,12 Rules for Life: An Antidote to Chaos,Jordan Peterson,http://books.google.com/books/content?id=6XxX0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2018,Cujo: The Untold Story of My Life on and Off the Ice,"Curtis Joseph, Kirstie McLellan Day",http://books.google.com/books/content?id=M6txDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Rick Mercer Final Report,Rick Mercer,http://books.google.com/books/content?id=BjuzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Bobby: My Story in Pictures,Bobby Orr,http://books.google.com/books/content?id=bcCOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2018,Forgiveness: A Gift from My Grandparents,Mark Sakamoto,http://books.google.com/books/content?id=bjeYAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Trumpocracy: Corruption of the American Republic,David Frum,http://books.google.com/books/content?id=MUrFDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,"Seven Fallen Feathers: Racism, Death, and Hard Truths in a Northern City",Tanya Talaga,http://books.google.com/books/content?id=pqAvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,"Right Here, Right Now: Politics and Leadership in the Age of Disruption",Stephen J. Harper,http://books.google.com/books/content?id=ZDqzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,The Never-Ending Present: The Story of Gord Downie and the Tragically Hip,Michael Barclay,http://books.google.com/books/content?id=DsRADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2018,Feeding my Mother: Comfort and Laughter in the Kitchen as My Mom Lives with Memory Loss,Jann Arden,http://books.google.com/books/content?id=1b6NDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Testaments,Margaret Atwood,http://books.google.com/books/content?id=P6F7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Handmaid's Tale (2011 edition),Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,A Better Man,Louise Penny,http://books.google.com/books/content?id=KmiIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Someone We Know,Shari Lapena,http://books.google.com/books/content?id=PnpPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Gown,Jennifer Robson,http://books.google.com/books/content?id=Y9dWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Marrow Thieves,Cherie Dimaline,http://books.google.com/books/content?id=XvITEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Quintland Sisters,Shelley Wood,http://books.google.com/books/content?id=-URfDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Washington Black (2019 reprint),Esi Edugyan,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558478576i/38140077.jpg
2019,Warlight,Michael Ondaatje,http://books.google.com/books/content?id=k8cyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Milk and Honey,Rupi Kaur,http://books.google.com/books/content?id=WoWfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Handmaid's Tale (2017 edition),Margaret Atwood,http://books.google.com/books/content?id=cRPKOzWlOfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Missing Daughter,Rick Mofina,http://books.google.com/books/content?id=myJUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Washington Black (2018 hardcover),Esi Edugyan,http://books.google.com/books/content?id=Iq9IDgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2019,The Sun and Her Flowers (2018 hardcover),Rupi Kaur,http://books.google.com/books/content?id=C4xyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Innocents,Michael Crummey,http://books.google.com/books/content?id=jV6IDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Kingdom of the Blind,Louise Penny,http://books.google.com/books/content?id=ByJzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Sun and Her Flowers (2017 paperback),Rupi Kaur,http://books.google.com/books/content?id=C4xyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Elevator Pitch,Linwood Barclay,http://books.google.com/books/content?id=ix1-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Shape of the Family,Shilpi Somaya Gowda,http://books.google.com/books/content?id=A7SFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Aria,Nazanine Hozar,http://books.google.com/books/content?id=-O6_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,http://books.google.com/books/content?id=VnuGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,12 Rules for Life: An Antidote to Chaos,Jordan Peterson,http://books.google.com/books/content?id=6XxX0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2019,Scotty: A Hockey Life Like No Other,Ken Dryden,http://books.google.com/books/content?id=A_EFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,By Chance Alone: A Remarkable True Story of Courage and Survival at Auschwitz,Max Eisen,http://books.google.com/books/content?id=oDKYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Cat and Nat's Mom Truths,"Catherine Belknap, Natalie Telfer",http://books.google.com/books/content?id=-GJjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Truth Be Told: My Journey Through Life and the Law,Beverley McLachlin,http://books.google.com/books/content?id=zZqMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Vagina Bible,Jen Gunter,http://books.google.com/books/content?id=ER2pDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,"From the Ashes: My Story of Being Métis, Homeless, and Finding My Way",Jesse Thistle,http://books.google.com/books/content?id=opwtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,"Mourning Has Broken: Love, Loss and Reclaiming Joy",Erin Davis,http://books.google.com/books/content?id=zjZeDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,The Wake: The Deadly Legacy of a Newfoundland Tsunami,Linden MacIntyre,http://books.google.com/books/content?id=5ox_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,We The Champs: The Toronto Raptors' Historic Run to the 2019 NBA Title,"Alex Wong, Sean Woodley",http://books.google.com/books/content?id=QN2dDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Feeding my Mother: Comfort and Laughter in the Kitchen as My Mom Lives with Memory Loss,Jann Arden,http://books.google.com/books/content?id=1b6NDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Homes: A Refugee Story,"Abu Bakr al Rabeeah, Winnie Yeung",http://books.google.com/books/content?id=20iwzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2019,Beyond the Trees: A Journey Alone Across Canada's Arctic,Adam Shoalts,http://books.google.com/books/content?id=1ouDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,"Seven Fallen Feathers: Racism, Death, and Hard Truths in a Northern City",Tanya Talaga,http://books.google.com/books/content?id=pqAvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2019,Rick Mercer Final Report,Rick Mercer,http://books.google.com/books/content?id=BjuzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
